AVG Current,STD Current,MAX Current,MIN Current,Range Current,Kurtosis Current,RMS Current,Skewness Current,Entropy Current,AVG Torque,STD Torque,MAX Torque,MIN Torque,Range Torque,Kurtosis Torque,RMS Torque,Skewness Torque,Entropy Torque,AVG Active Power,STD Active Power,MAX Active Power,MIN Active Power,Range Active Power,Kurtosis Active Power,RMS Active Power,Skewness Active Power,Entropy Active Power,Class
0.473643,0.011961,0.496155,0.449890,0.046265,1.056496,0.473794,0.074213,6.907436,0.143957,0.014400,0.171814,0.118286,0.053528,1.225280,0.144674,0.082619,6.902756,0.428714,0.034789,0.499390,0.361328,0.138062,1.214048,0.430122,0.065904,6.904466,0
0.473494,0.011973,0.495911,0.448547,0.047364,1.068027,0.473645,0.025409,6.907436,0.143585,0.014314,0.170959,0.117493,0.053466,1.219580,0.144296,0.056672,6.902786,0.427594,0.035108,0.500061,0.361450,0.138611,1.182885,0.429031,0.069333,6.904387,0
0.473392,0.011948,0.495361,0.449707,0.045654,1.078719,0.473543,0.072497,6.907437,0.143549,0.014404,0.170471,0.113953,0.056518,1.165345,0.144270,0.078723,6.902724,0.427749,0.034676,0.494629,0.362732,0.131897,1.213889,0.429151,0.055733,6.904471,0
0.473185,0.012019,0.496948,0.449402,0.047546,1.112685,0.473337,0.005200,6.907433,0.143447,0.014235,0.169800,0.116577,0.053223,1.206662,0.144151,0.099536,6.902838,0.427559,0.034925,0.495239,0.357361,0.137878,1.171902,0.428982,0.043470,6.904420,0
0.473624,0.011978,0.495728,0.450073,0.045655,1.128777,0.473775,0.073322,6.907436,0.144033,0.014513,0.174561,0.117859,0.056702,1.205095,0.144762,0.095409,6.902685,0.428915,0.034887,0.494568,0.364014,0.130554,1.221589,0.430330,0.047244,6.904448,0
0.473627,0.011986,0.497192,0.450806,0.046386,1.091474,0.473779,0.036672,6.907435,0.143769,0.014258,0.169922,0.117126,0.052796,1.239494,0.144474,0.027025,6.902833,0.428062,0.034916,0.492554,0.365601,0.126953,1.223340,0.429482,0.040816,6.904429,0
0.473705,0.011954,0.494995,0.448547,0.046448,1.052205,0.473856,0.067413,6.907437,0.143986,0.014376,0.171509,0.115051,0.056458,1.194743,0.144701,0.048798,6.902769,0.428935,0.034640,0.497559,0.363281,0.134278,1.210488,0.430330,0.039982,6.904495,0
0.473505,0.011907,0.495605,0.449768,0.045837,1.120487,0.473654,0.027834,6.907439,0.143615,0.014278,0.174927,0.116699,0.058228,1.160550,0.144322,0.078125,6.902816,0.428098,0.035137,0.494934,0.362366,0.132568,1.185781,0.429536,0.043042,6.904387,0
0.473537,0.011935,0.496155,0.449890,0.046265,1.047111,0.473687,0.063028,6.907438,0.143789,0.014525,0.172729,0.117432,0.055297,1.178640,0.144520,0.117838,6.902663,0.428178,0.034969,0.491089,0.364563,0.126526,1.239722,0.429602,0.073445,6.904424,0
0.473432,0.012083,0.497803,0.449646,0.048157,1.102900,0.473586,0.021382,6.907430,0.143546,0.014347,0.171021,0.115906,0.055115,1.233902,0.144260,0.049055,6.902759,0.427578,0.034741,0.495605,0.361633,0.133972,1.198640,0.428986,0.052718,6.904456,0
0.473376,0.012011,0.496887,0.448853,0.048034,1.093441,0.473528,0.042681,6.907434,0.143593,0.014323,0.172302,0.116150,0.056152,1.166130,0.144305,0.028048,6.902775,0.427935,0.034755,0.493469,0.355042,0.138427,1.227301,0.429343,0.014163,6.904455,0
0.473562,0.012008,0.497498,0.451233,0.046265,1.054446,0.473715,0.014327,6.907434,0.143810,0.014382,0.170288,0.116272,0.054016,1.188195,0.144527,0.043318,6.902752,0.428125,0.035071,0.494873,0.357422,0.137451,1.175034,0.429558,0.012831,6.904398,0
0.473427,0.012081,0.494934,0.449341,0.045593,1.061054,0.473581,0.085187,6.907430,0.143530,0.014408,0.171692,0.116882,0.054810,1.199136,0.144251,0.076599,6.902719,0.427702,0.034924,0.491882,0.359985,0.131897,1.256445,0.429124,0.068943,6.904425,0
0.473634,0.012075,0.496094,0.447144,0.048950,1.094381,0.473788,0.057903,6.907430,0.144053,0.014395,0.170654,0.117065,0.053589,1.203627,0.144770,0.034171,6.902758,0.428888,0.034776,0.494995,0.361450,0.133545,1.196889,0.430295,0.029225,6.904467,0
0.473619,0.011928,0.497681,0.448669,0.049012,1.075028,0.473769,0.028802,6.907438,0.144065,0.014324,0.173218,0.116577,0.056641,1.184910,0.144774,0.052462,6.902811,0.428681,0.034813,0.499878,0.360596,0.139282,1.236905,0.430091,0.065696,6.904461,0
0.473586,0.011948,0.496582,0.449768,0.046814,1.086801,0.473737,0.051749,6.907437,0.143752,0.014295,0.172485,0.117676,0.054809,1.188648,0.144461,0.090633,6.902816,0.427716,0.034605,0.497314,0.359253,0.138061,1.166718,0.429112,0.041810,6.904483,0
0.473736,0.011941,0.496460,0.450378,0.046082,1.094939,0.473886,0.074670,6.907438,0.144038,0.014392,0.171326,0.117004,0.054322,1.177321,0.144755,0.053817,6.902763,0.428558,0.035157,0.492310,0.362183,0.130127,1.220684,0.429996,0.037249,6.904390,0
0.473402,0.012097,0.496216,0.448242,0.047974,1.070422,0.473556,0.032823,6.907429,0.143702,0.014418,0.170532,0.117249,0.053283,1.195271,0.144423,0.075694,6.902724,0.428096,0.034673,0.494507,0.361450,0.133057,1.189137,0.429496,0.046669,6.904476,0
0.473622,0.012063,0.496399,0.448853,0.047546,1.029675,0.473775,0.041663,6.907431,0.144008,0.014259,0.173340,0.115784,0.057556,1.173144,0.144711,0.054305,6.902852,0.428762,0.034900,0.493958,0.366577,0.127381,1.242603,0.430178,0.077565,6.904446,0
0.473281,0.011922,0.495544,0.449951,0.045593,1.088450,0.473431,0.070018,6.907438,0.143363,0.014384,0.173096,0.116089,0.057007,1.145961,0.144082,0.084534,6.902726,0.427152,0.034646,0.495911,0.356384,0.139527,1.176090,0.428553,0.034930,6.904466,0
0.473479,0.011923,0.497681,0.450745,0.046936,1.088835,0.473629,0.033111,6.907438,0.143880,0.014338,0.171875,0.116394,0.055481,1.191828,0.144592,0.023607,6.902784,0.428448,0.035075,0.504761,0.357483,0.147278,1.182932,0.429880,0.046947,6.904405,0
0.473311,0.011974,0.495178,0.448853,0.046325,1.113657,0.473463,0.053908,6.907435,0.143408,0.014525,0.172058,0.113708,0.058350,1.185379,0.144141,0.066474,6.902627,0.427592,0.034889,0.499451,0.359619,0.139832,1.210888,0.429011,0.059088,6.904429,0
0.473599,0.012064,0.496033,0.450073,0.045960,1.079862,0.473752,0.033891,6.907431,0.144094,0.014290,0.171082,0.116760,0.054322,1.219084,0.144800,0.050280,6.902836,0.428552,0.035033,0.494141,0.361145,0.132996,1.234046,0.429980,0.081049,6.904418,0
0.473430,0.011904,0.494995,0.448059,0.046936,1.085506,0.473580,0.066356,6.907439,0.143527,0.014317,0.171936,0.116821,0.055115,1.191752,0.144239,0.063292,6.902781,0.427465,0.034883,0.505310,0.362915,0.142395,1.221911,0.428885,0.071317,6.904429,0
0.473698,0.011997,0.497559,0.448975,0.048584,1.097000,0.473849,0.039810,6.907435,0.144166,0.014466,0.173950,0.116455,0.057495,1.192467,0.144890,0.059748,6.902721,0.428998,0.035243,0.502747,0.357300,0.145447,1.157662,0.430442,0.032048,6.904380,0
0.473587,0.011938,0.496216,0.448792,0.047424,1.056563,0.473738,0.068237,6.907438,0.143861,0.014327,0.171997,0.115173,0.056824,1.163210,0.144572,0.040143,6.902793,0.428564,0.035033,0.494019,0.365051,0.128968,1.221878,0.429992,0.068130,6.904417,0
0.473418,0.012059,0.495605,0.447571,0.048034,1.122560,0.473571,0.045567,6.907431,0.143763,0.014370,0.172119,0.116943,0.055176,1.176377,0.144479,0.082963,6.902763,0.428145,0.034720,0.501343,0.363098,0.138245,1.214313,0.429549,0.042286,6.904468,0
0.473364,0.011976,0.497803,0.449402,0.048401,1.080631,0.473515,0.015069,6.907435,0.143588,0.014334,0.171387,0.115417,0.055970,1.197984,0.144300,0.039918,6.902769,0.427812,0.034948,0.496399,0.358826,0.137573,1.161598,0.429236,0.035710,6.904418,0
0.473318,0.011911,0.496765,0.451660,0.045105,1.106659,0.473467,0.059289,6.907439,0.143645,0.014395,0.170959,0.117188,0.053771,1.170253,0.144364,0.058129,6.902734,0.428064,0.035196,0.493652,0.364197,0.129455,1.224778,0.429507,0.049092,6.904376,0
0.473552,0.012055,0.495789,0.447693,0.048096,1.071280,0.473705,0.073857,6.907431,0.143686,0.014458,0.171265,0.116150,0.055115,1.210393,0.144411,0.061198,6.902693,0.428083,0.034840,0.493652,0.361328,0.132324,1.206272,0.429497,0.017159,6.904442,0
0.473847,0.012053,0.498291,0.448792,0.049499,1.105342,0.474000,0.018185,6.587227,0.143101,0.014330,0.171387,0.113953,0.057434,1.155121,0.143815,0.068525,6.582539,0.426505,0.035165,0.499939,0.361023,0.138916,1.207853,0.427950,0.047988,6.584153,0
0.492200,0.011621,0.514465,0.469482,0.044983,1.052734,0.492337,0.012465,6.907477,0.182717,0.012875,0.212341,0.152527,0.059814,0.854677,0.183170,0.037966,6.905268,0.498225,0.030727,0.561890,0.424988,0.136902,0.912730,0.499171,0.066862,6.905850,0
0.491344,0.011717,0.515503,0.468445,0.047058,0.973663,0.491484,0.017999,6.907471,0.182168,0.012779,0.210510,0.156250,0.054260,0.986473,0.182615,0.024459,6.905292,0.497529,0.030286,0.560181,0.436890,0.123291,1.122255,0.498449,0.037070,6.905901,0
0.492153,0.011679,0.516907,0.468201,0.048706,0.993807,0.492291,0.021772,6.907474,0.182363,0.012744,0.207764,0.154541,0.053223,0.990920,0.182808,0.051068,6.905309,0.497512,0.030519,0.563232,0.432007,0.131225,1.094182,0.498447,0.063246,6.905871,0
0.491627,0.011744,0.513794,0.468323,0.045471,1.075697,0.491767,0.012877,6.907470,0.181569,0.012590,0.206177,0.155212,0.050965,1.053712,0.182005,0.043363,6.905347,0.496127,0.030054,0.555908,0.432983,0.122925,1.077395,0.497035,0.108012,6.905916,0
0.491129,0.011637,0.515198,0.467957,0.047241,0.977487,0.491267,0.007941,6.907475,0.181925,0.012682,0.205811,0.151855,0.053956,0.972123,0.182367,0.071950,6.905320,0.497270,0.030320,0.554016,0.433716,0.120300,1.171874,0.498192,0.072614,6.905893,0
0.491810,0.011448,0.514404,0.470398,0.044006,1.066709,0.491943,0.015539,6.907485,0.181973,0.012752,0.206421,0.155090,0.051331,0.999049,0.182419,0.029029,6.905297,0.496529,0.030554,0.558411,0.428467,0.129944,1.084531,0.497467,0.050039,6.905860,0
0.491789,0.011498,0.513733,0.469482,0.044251,1.066856,0.491923,0.024385,6.907482,0.181855,0.012687,0.208374,0.154785,0.053589,0.917735,0.182296,0.047139,6.905318,0.496709,0.030357,0.563110,0.433350,0.129760,1.039477,0.497635,0.062996,6.905885,0
0.491034,0.011609,0.515747,0.468567,0.047180,1.016111,0.491171,0.003667,6.907476,0.181696,0.012657,0.211670,0.155334,0.056336,0.990648,0.182136,0.000740,6.905328,0.496646,0.030198,0.561218,0.438965,0.122253,1.106508,0.497562,0.034699,6.905905,0
0.491964,0.011597,0.515259,0.469604,0.045655,1.029350,0.492101,0.003597,6.907478,0.182199,0.012776,0.208313,0.156311,0.052002,1.064448,0.182646,0.032749,6.905294,0.497240,0.030466,0.552856,0.435303,0.117553,1.141298,0.498171,0.050456,6.905876,0
0.492192,0.011481,0.514221,0.469971,0.044250,1.068435,0.492325,0.010198,6.907483,0.182403,0.012783,0.208557,0.156189,0.052368,1.019340,0.182850,0.002849,6.905298,0.497490,0.030271,0.553101,0.428955,0.124146,1.096759,0.498409,0.047000,6.905902,0
0.491410,0.011577,0.515015,0.469543,0.045472,0.986128,0.491546,0.002665,6.907478,0.182363,0.012608,0.210510,0.155396,0.055114,0.857863,0.182798,0.039955,6.905361,0.498117,0.030034,0.564148,0.430542,0.133606,1.046228,0.499020,0.056030,6.905935,0
0.492064,0.011620,0.514648,0.468689,0.045959,1.073470,0.492201,0.025672,6.907477,0.182383,0.012681,0.209778,0.154053,0.055725,1.037449,0.182823,0.080797,6.905332,0.497859,0.030485,0.558411,0.434387,0.124024,1.093709,0.498790,0.092325,6.905877,0
0.491921,0.011662,0.514404,0.466614,0.047790,1.021472,0.492059,0.049175,6.907474,0.181839,0.012849,0.209595,0.152832,0.056763,0.924037,0.182292,0.084106,6.905252,0.496185,0.030499,0.555725,0.436157,0.119568,1.156752,0.497121,0.055463,6.905864,0
0.491067,0.011634,0.514771,0.468567,0.046204,1.012911,0.491205,0.009345,6.907475,0.181737,0.012721,0.207703,0.154114,0.053589,0.912966,0.182181,0.023435,6.905302,0.496876,0.030099,0.555603,0.432678,0.122925,1.096404,0.497786,0.065305,6.905918,0
0.491592,0.011690,0.513367,0.469910,0.043457,1.087610,0.491730,0.009917,6.907473,0.181849,0.012654,0.207825,0.156738,0.051087,1.076374,0.182288,0.010945,6.905332,0.496853,0.030183,0.561890,0.436646,0.125244,1.136850,0.497768,0.040176,6.905908,0
0.492135,0.011537,0.512878,0.469238,0.043640,1.044343,0.492270,0.023447,6.907481,0.182040,0.012789,0.208984,0.155640,0.053344,0.938077,0.182489,0.029938,6.905284,0.496988,0.030291,0.559509,0.432922,0.126587,1.095923,0.497910,0.053005,6.905896,0
0.491315,0.011506,0.512695,0.468811,0.043884,1.016742,0.491449,0.053523,6.907481,0.182223,0.012702,0.212036,0.156982,0.055054,0.986061,0.182665,0.049419,6.905322,0.497656,0.030387,0.560486,0.433716,0.126770,1.070634,0.498581,0.054058,6.905889,0
0.491888,0.011767,0.513123,0.468140,0.044983,1.059840,0.492028,0.018787,6.907469,0.182341,0.012890,0.210449,0.154907,0.055542,0.981964,0.182795,0.039522,6.905253,0.497712,0.030359,0.554688,0.434448,0.120240,1.026378,0.498636,0.078900,6.905892,0
0.492211,0.011730,0.515137,0.465515,0.049622,0.938961,0.492351,0.041216,6.907471,0.182145,0.012826,0.207886,0.155518,0.052368,1.032408,0.182595,0.015320,6.905274,0.496895,0.030252,0.555786,0.432678,0.123108,1.144044,0.497814,0.022740,6.905901,0
0.491532,0.011506,0.515137,0.470581,0.044556,1.083662,0.491667,0.011755,6.907482,0.182258,0.012612,0.212219,0.155762,0.056457,0.969261,0.182693,0.038234,6.905357,0.497497,0.030237,0.559021,0.437805,0.121216,1.071324,0.498414,0.019102,6.905907,0
0.491620,0.011822,0.517212,0.468018,0.049194,1.004185,0.491762,0.005593,6.907466,0.182120,0.012922,0.209839,0.152527,0.057312,0.905827,0.182577,0.044181,6.905233,0.497147,0.031062,0.569763,0.431763,0.138000,1.032313,0.498116,0.030755,6.905802,0
0.491918,0.011590,0.514893,0.469971,0.044922,1.025464,0.492054,0.033157,6.907478,0.181914,0.013098,0.211121,0.155334,0.055787,0.959691,0.182384,0.032929,6.905159,0.496955,0.031120,0.562866,0.429260,0.133606,0.907777,0.497928,0.005458,6.905794,0
0.492111,0.011632,0.515991,0.469055,0.046936,1.036922,0.492248,0.004962,6.907476,0.182981,0.012578,0.211121,0.155457,0.055664,0.873288,0.183412,0.023245,6.905390,0.498555,0.030148,0.560059,0.430664,0.129395,1.026329,0.499464,0.078482,6.905924,0
0.492142,0.011706,0.516418,0.468811,0.047607,0.987676,0.492281,0.007501,6.907473,0.183193,0.012926,0.211609,0.157104,0.054505,1.060494,0.183648,0.031188,6.905263,0.499042,0.030593,0.561707,0.437256,0.124451,1.063934,0.499978,0.048590,6.905874,0
0.492916,0.011587,0.513794,0.468567,0.045227,0.992505,0.493052,0.030054,6.907479,0.183090,0.012795,0.209290,0.157593,0.051697,0.992235,0.183536,0.028173,6.905310,0.498543,0.030350,0.554565,0.432617,0.121948,1.069546,0.499465,0.077388,6.905899,0
0.491986,0.011672,0.514282,0.466736,0.047546,1.028499,0.492125,0.005360,6.907474,0.183091,0.012723,0.209167,0.155090,0.054077,0.976074,0.183532,0.012323,6.905339,0.499196,0.030563,0.559570,0.433289,0.126281,1.047387,0.500130,0.015239,6.905880,0
0.492053,0.011940,0.514832,0.468384,0.046448,1.023127,0.492198,0.029335,6.907461,0.182814,0.013059,0.210754,0.151794,0.058960,0.869127,0.183279,0.054750,6.905199,0.498298,0.031008,0.559387,0.434753,0.124634,1.161757,0.499260,0.060979,6.905816,0
0.492464,0.011558,0.515442,0.468567,0.046875,1.030435,0.492600,0.012154,6.907480,0.182572,0.013042,0.209412,0.154541,0.054871,1.044199,0.183037,0.070706,6.905198,0.497557,0.031288,0.561462,0.433838,0.127624,1.094402,0.498539,0.050473,6.905776,0
0.491899,0.011548,0.515137,0.469788,0.045349,1.049834,0.492035,0.017320,6.907480,0.183023,0.012910,0.209473,0.154663,0.054810,0.986879,0.183478,0.006522,6.905266,0.499164,0.030641,0.570984,0.429810,0.141174,0.811733,0.500102,0.050176,6.905869,0
0.491684,0.011749,0.513123,0.466309,0.046814,0.929656,0.491824,0.039301,6.907470,0.182267,0.012760,0.207947,0.154724,0.053223,0.983708,0.182713,0.038193,6.905301,0.497465,0.030839,0.558655,0.431702,0.126953,1.135895,0.498419,0.068598,6.905831,0
0.492416,0.011600,0.514099,0.467834,0.046265,1.013016,0.492552,0.014668,6.907478,0.182666,0.013031,0.210693,0.155029,0.055664,0.978567,0.183129,0.017011,6.905208,0.497916,0.030748,0.567688,0.426514,0.141174,1.012573,0.498864,0.038226,6.905846,0
0.491956,0.011674,0.514832,0.468018,0.046814,1.029086,0.492095,0.010543,6.907474,0.182874,0.012776,0.209717,0.156006,0.053711,0.925410,0.183319,0.059166,6.905310,0.498828,0.030244,0.571777,0.429626,0.142151,1.016553,0.499743,0.053309,6.905915,0
0.491777,0.011644,0.514160,0.467896,0.046264,0.957511,0.491915,0.010222,6.907475,0.182441,0.012818,0.209717,0.153564,0.056153,0.911109,0.182890,0.068480,6.905281,0.497619,0.030896,0.561096,0.431580,0.129516,1.064699,0.498576,0.017906,6.905827,0
0.492767,0.011657,0.517151,0.468079,0.049072,1.026369,0.492905,0.003112,6.907476,0.183055,0.012906,0.209900,0.156067,0.053833,1.004020,0.183509,0.059424,6.905265,0.498314,0.030471,0.558350,0.438965,0.119385,1.103661,0.499244,0.033193,6.905884,0
0.492344,0.011601,0.516968,0.469116,0.047852,1.022352,0.492481,0.002960,6.907478,0.183624,0.012621,0.211243,0.156982,0.054261,0.970565,0.184057,0.023767,6.905390,0.499856,0.030012,0.558472,0.438904,0.119568,1.078789,0.500755,0.068340,6.905950,0
0.492231,0.011702,0.517273,0.467957,0.049316,1.006183,0.492369,0.025580,6.907473,0.183502,0.012838,0.209900,0.155701,0.054199,0.958907,0.183950,0.078511,6.905302,0.499666,0.030534,0.559326,0.437988,0.121338,1.089999,0.500597,0.050571,6.905886,0
0.492189,0.011640,0.514038,0.468872,0.045166,1.004649,0.492327,0.023235,6.907476,0.182270,0.012779,0.208496,0.157288,0.051208,1.048491,0.182717,0.014260,6.905295,0.496961,0.030167,0.561584,0.433411,0.128173,1.108698,0.497874,0.042984,6.905911,0
0.492019,0.011407,0.514648,0.470154,0.044494,0.992590,0.492151,0.001672,6.907487,0.182655,0.012601,0.212280,0.154724,0.057556,0.960957,0.183089,0.034650,6.905372,0.498256,0.030359,0.567627,0.431580,0.136047,1.044871,0.499179,0.039126,6.905897,0
0.491849,0.011738,0.513794,0.469238,0.044556,1.044761,0.491989,0.039829,6.907471,0.183057,0.012804,0.210693,0.155151,0.055542,1.008927,0.183504,0.020142,6.905307,0.499205,0.030620,0.559204,0.438232,0.120972,1.101400,0.500142,0.021330,6.905873,0
0.492603,0.011635,0.515137,0.470581,0.044556,1.002725,0.492740,0.000001,6.907477,0.182855,0.012752,0.209473,0.154419,0.055054,0.978473,0.183299,0.047864,6.905319,0.498243,0.030188,0.557373,0.438171,0.119202,1.141630,0.499156,0.035724,6.905918,0
0.492218,0.011492,0.514954,0.467346,0.047608,0.995181,0.492352,0.003322,6.907483,0.183068,0.012632,0.211792,0.157043,0.054749,0.974807,0.183503,0.006969,6.905373,0.498625,0.029791,0.562805,0.429626,0.133179,1.077192,0.499513,0.002070,6.905970,0
0.491435,0.011743,0.514526,0.469543,0.044983,1.028385,0.491575,0.028752,6.907470,0.182317,0.012878,0.210510,0.153137,0.057373,0.974511,0.182771,0.028004,6.905257,0.497753,0.030461,0.560059,0.434570,0.125489,1.055668,0.498683,0.040090,6.905881,0
0.492794,0.011641,0.515869,0.468262,0.047607,1.018928,0.492931,0.019130,6.907476,0.183271,0.012716,0.208801,0.155457,0.053344,1.045740,0.183711,0.044055,6.905344,0.499216,0.030169,0.568359,0.436157,0.132202,1.138582,0.500126,0.020524,6.905928,0
0.492110,0.011464,0.516479,0.468872,0.047607,1.031894,0.492243,0.008359,6.907484,0.183044,0.012492,0.211487,0.156189,0.055298,0.997524,0.183470,0.034178,6.905424,0.498978,0.029894,0.562866,0.436279,0.126587,1.036994,0.499872,0.056886,6.905958,0
0.491448,0.011554,0.513855,0.467346,0.046509,1.025092,0.491584,0.036042,6.907479,0.182369,0.012599,0.207825,0.156860,0.050965,0.993587,0.182803,0.037389,6.905365,0.497773,0.030303,0.553894,0.433838,0.120056,1.107896,0.498693,0.043477,6.905900,0
0.492366,0.011655,0.514526,0.469604,0.044922,1.022861,0.492503,0.040933,6.907475,0.182582,0.012812,0.207947,0.157776,0.050171,1.017493,0.183031,0.007262,6.905292,0.497920,0.030292,0.554016,0.434814,0.119202,1.118045,0.498839,0.064271,6.905902,0
0.492026,0.011533,0.514099,0.469238,0.044861,1.068621,0.492161,0.002241,6.907481,0.182613,0.012616,0.209045,0.155518,0.053527,0.968880,0.183047,0.045352,6.905365,0.497894,0.029784,0.558960,0.432739,0.126221,1.105955,0.498783,0.076086,6.905963,0
0.491756,0.011640,0.513977,0.468933,0.045044,1.032351,0.491894,0.013147,6.907475,0.182909,0.012680,0.210510,0.153809,0.056701,0.995635,0.183347,0.061647,6.905347,0.498594,0.030152,0.559692,0.436951,0.122741,1.126835,0.499504,0.054434,6.905924,0
0.492483,0.011612,0.515320,0.468262,0.047058,1.010985,0.492620,0.033224,6.907477,0.182935,0.012815,0.207886,0.157654,0.050232,1.028902,0.183383,0.037827,6.905298,0.498378,0.030450,0.565674,0.435364,0.130310,1.098909,0.499307,0.027474,6.905887,0
0.491923,0.011603,0.515991,0.469238,0.046753,1.019068,0.492059,0.007962,6.907477,0.182461,0.012561,0.207336,0.155945,0.051391,0.981880,0.182893,0.032571,6.905383,0.497481,0.030048,0.555786,0.428589,0.127197,1.099793,0.498387,0.037311,6.905930,0
0.491481,0.011680,0.515320,0.468323,0.046997,1.012472,0.491619,0.003737,6.907473,0.182429,0.012621,0.209717,0.156250,0.053467,0.995240,0.182864,0.003560,6.905361,0.497726,0.030106,0.558472,0.431519,0.126953,1.053198,0.498635,0.028176,6.905925,0
0.492831,0.011740,0.515747,0.469238,0.046509,1.012855,0.492971,0.036499,6.907472,0.183491,0.012800,0.215393,0.157043,0.058350,0.984372,0.183937,0.044487,6.905318,0.499275,0.030319,0.561523,0.436646,0.124877,1.051251,0.500194,0.077249,6.905908,0
0.492157,0.011497,0.514099,0.468628,0.045471,1.067073,0.492292,0.000230,6.907483,0.182800,0.012661,0.210571,0.155151,0.055420,0.998619,0.183238,0.024710,6.905354,0.498298,0.030089,0.558167,0.430359,0.127808,1.076852,0.499205,0.054590,6.905930,0
0.491816,0.011644,0.515564,0.465942,0.049622,0.980598,0.491954,0.030133,6.907475,0.183169,0.012547,0.209412,0.155151,0.054261,0.897655,0.183598,0.055791,6.905405,0.499193,0.029844,0.557617,0.439209,0.118408,1.147885,0.500083,0.049777,6.905966,0
0.492737,0.011689,0.515930,0.468018,0.047912,0.980676,0.492875,0.039552,6.907474,0.183193,0.012766,0.210754,0.154114,0.056640,0.990926,0.183637,0.037468,6.905324,0.498626,0.030254,0.564758,0.436401,0.128357,1.064072,0.499542,0.045879,6.905913,0
0.493384,0.011427,0.512451,0.474304,0.038147,0.138731,0.493511,0.152074,3.135237,0.185993,0.012789,0.204895,0.169861,0.035034,1.392087,0.186413,0.166960,3.133222,0.508142,0.033218,0.544556,0.453247,0.091309,1.063239,0.509179,0.431164,3.133429,0
0.519874,0.011531,0.542664,0.496704,0.045960,0.958592,0.520002,0.072300,6.907510,0.228074,0.011755,0.257385,0.201599,0.055786,0.790445,0.228376,0.075408,6.906425,0.570207,0.025251,0.626770,0.512634,0.114136,0.655346,0.570766,0.259961,6.906771,0
0.520106,0.011141,0.542725,0.495117,0.047608,0.960538,0.520225,0.025956,6.907526,0.227801,0.011188,0.250854,0.201416,0.049438,0.746045,0.228075,0.188195,6.906546,0.568621,0.025377,0.622559,0.510559,0.112000,0.762637,0.569187,0.163003,6.906757,0
0.520229,0.011496,0.546143,0.494141,0.052002,0.880779,0.520355,0.006324,6.907511,0.227930,0.011731,0.253784,0.199646,0.054138,0.680821,0.228232,0.143317,6.906427,0.569209,0.025279,0.622681,0.499329,0.123352,0.715558,0.569769,0.241672,6.906766,0
0.520179,0.011367,0.543762,0.496399,0.047363,0.854024,0.520303,0.111487,6.907517,0.228589,0.011509,0.259583,0.201538,0.058045,0.546817,0.228878,0.094918,6.906486,0.570829,0.024810,0.623474,0.511597,0.111877,0.742579,0.571367,0.200085,6.906808,0
0.520338,0.011233,0.546997,0.498108,0.048889,0.881194,0.520459,0.106837,6.907523,0.227665,0.012223,0.255432,0.198914,0.056518,0.708254,0.227993,0.097547,6.906311,0.568280,0.026054,0.624084,0.503113,0.120971,0.804042,0.568876,0.222848,6.906701,0
0.520139,0.011420,0.544312,0.497803,0.046509,0.859820,0.520264,0.120363,6.907515,0.228418,0.011858,0.260986,0.202026,0.058960,0.551879,0.228725,0.059243,6.906406,0.570366,0.025663,0.633789,0.512146,0.121643,0.741047,0.570943,0.151072,6.906741,0
0.520768,0.011341,0.543701,0.496460,0.047241,0.829504,0.520892,0.019834,6.907518,0.228508,0.010898,0.250427,0.198608,0.051819,0.455178,0.228768,0.223601,6.906614,0.570284,0.025193,0.628235,0.513062,0.115173,0.673525,0.570840,0.120373,6.906778,0
0.520310,0.011313,0.542969,0.497437,0.045532,0.940737,0.520433,0.081695,6.907519,0.228338,0.011517,0.255127,0.199097,0.056030,0.621533,0.228628,0.082435,6.906482,0.569846,0.025141,0.627991,0.514282,0.113709,0.849051,0.570400,0.165876,6.906780,0
0.520001,0.011269,0.542847,0.497375,0.045472,0.941456,0.520123,0.089909,6.907521,0.228112,0.011115,0.253601,0.203308,0.050293,0.742000,0.228382,0.134542,6.906566,0.569715,0.024097,0.636414,0.512634,0.123780,0.637200,0.570224,0.139629,6.906859,0
0.520807,0.011287,0.546509,0.497131,0.049378,0.924124,0.520929,0.053423,6.907521,0.228430,0.011284,0.255798,0.202332,0.053466,0.668282,0.228708,0.073443,6.906534,0.570297,0.025646,0.636414,0.509399,0.127015,0.785895,0.570873,0.185506,6.906742,0
0.519772,0.011475,0.543213,0.495361,0.047852,0.886917,0.519898,0.104582,6.907512,0.228136,0.011164,0.251831,0.196960,0.054871,0.325896,0.228409,0.087932,6.906556,0.569698,0.024168,0.638428,0.512878,0.125550,0.696749,0.570210,0.212995,6.906853,0
0.521119,0.011318,0.543884,0.496216,0.047668,0.888392,0.521242,0.002556,6.907520,0.228812,0.010964,0.257446,0.199036,0.058410,0.369991,0.229074,0.169143,6.906604,0.570400,0.023736,0.629089,0.510925,0.118164,0.684594,0.570893,0.242485,6.906887,0
0.520722,0.011174,0.544739,0.497498,0.047241,0.893499,0.520842,0.084517,6.907525,0.228969,0.011556,0.258179,0.203613,0.054566,0.785436,0.229260,0.094898,6.906480,0.571286,0.026197,0.622742,0.513977,0.108765,0.937422,0.571886,0.217057,6.906701,0
